"Town","County","Postcode"
"NEWTOWNSTEWART","TYRONE","BT784HG"
"DUNGANNON","TYRONE","BT701QB"
"DUNMURRY","ANTRIM","BT170FQ"
"DUNMURRY","ANTRIM","BT170FR"
"DUNGANNON","TYRONE","BT716LW"
"BELFAST","DOWN","BT39FP"
"BELFAST","DOWN","BT39FH"
"AUGHNACLOY","TYRONE","BT696BJ"
"ANTRIM","ANTRIM","BT412UZ"
"DROMORE","DOWN","BT251QN"
"CROSSMAGLEN","ARMAGH","BT359AF"
"LONDONDERRY","LONDONDERRY","BT473ZH"
"LISBURN","ANTRIM","BT283YZ"
"BELFAST","ANTRIM","BT13ES"
"BALLYMONEY","ANTRIM","BT537ET"
"LURGAN","ARMAGH","BT666SX"
"ROSTREVOR","DOWN","BT343EP"
"BELFAST","ANTRIM","BT154EG"
NA,"ANTRIM","BT179RD"
"BALLYCLARE","ANTRIM","BT399QW"
"SWATRAGH","LONDONDERRY","BT465NN"
"DUNGANNON","TYRONE","BT701JT"
"NEWRY","DOWN","BT356JE"
"AUGHNACLOY","TYRONE","BT696DE"
"MOY","TYRONE","BT717SH"
"BELFAST","ANTRIM","BT13AA"
"BELFAST","ANTRIM","BT13NL"
"BALLYMENA","ANTRIM","BT422JP"
"ARDMORE","LONDONDERRY","BT473RH"
"LONDONDERRY","LONDONDERRY","BT487DE"
"BALLYCLARE","ANTRIM","BT399FJ"
"PORTSTEWART","LONDONDERRY","BT557NR"
"BALLYMENA","ANTRIM","BT437HB"
"MONEYMORE","LONDONDERRY","BT457SY"
"ANTRIM","ANTRIM","BT412LL"
"LISBURN","ANTRIM","BT283GS"
"LISBURN","ANTRIM","BT283WS"
"BALLYCLARE","ANTRIM","BT399LB"
"NEWTOWNABBEY","ANTRIM","BT367UU"
"BELFAST","ANTRIM","BT131BL"
"WARRENPOINT","DOWN","BT343QE"
"LONDONDERRY","LONDONDERRY","BT476FJ"
"DROMORE","TYRONE","BT783HW"
"GULLADUFF","LONDONDERRY","BT458PA"
"ARTIGARVAN","TYRONE","BT820HJ"
"EDERNEY","FERMANAGH","BT930EX"
"BALLYMONEY","ANTRIM","BT538DP"
"KELLS","ANTRIM","BT423PE"
"BALLINASKEAGH","DOWN","BT325BT"
"DUNMURRY","ANTRIM","BT179GZ"
"BELFAST","ANTRIM","BT147EN"
"MAGUIRESBRIDGE","FERMANAGH","BT944QA"
"BELFAST","ANTRIM","BT132QH"
"CAMLOUGH","ARMAGH","BT357HU"
"NEWRY","DOWN","BT342GL"
"OMAGH","TYRONE","BT797EW"
"NEWTOWNABBEY","ANTRIM","BT364NA"
"LISBURN","DOWN","BT275JW"
"KIRCUBBIN","DOWN","BT221AA"
"DESERTMARTIN","LONDONDERRY","BT455LU"
"LIMAVADY","LONDONDERRY","BT490QX"
"BALLYMENA","ANTRIM","BT421QY"
"BALLYMONEY","ANTRIM","BT536EF"
"NEWTOWNARDS","DOWN","BT237GH"
"GARVAGH","LONDONDERRY","BT515LR"
"BELFAST","ANTRIM","BT126AN"
"LISBURN","ANTRIM","BT282ZG"
"BALLYMENA","ANTRIM","BT448ST"
"BANBRIDGE","DOWN","BT323TN"
"OMAGH","TYRONE","BT781HT"
"KINAWLEY","FERMANAGH","BT924FQ"
"BELLANALECK","FERMANAGH","BT922EE"
"PORTADOWN","ARMAGH","BT621GL"
"CARRICKFERGUS","ANTRIM","BT388ZP"
"OMAGH","TYRONE","BT785PT"
"KESH","FERMANAGH","BT931RY"
"DROMORE","DOWN","BT251TH"
"BALLYMENA","ANTRIM","BT422LH"
"CLOUGHMILLS","ANTRIM","BT449NY"
"ARMAGH","ARMAGH","BT603BU"
"AGHAGALLON","ANTRIM","BT670AZ"
"CRAIGAVON","ARMAGH","BT621ED"
"BALLYMONEY","ANTRIM","BT537RL"
"PORTADOWN","ARMAGH","BT621NR"
"DUNGANNON","TYRONE","BT703NJ"
"DOWNPATRICK","DOWN","BT309AJ"
"NEWTOWNABBEY","ANTRIM","BT364TD"
"COLERAINE","LONDONDERRY","BT522RG"
"BANBRIDGE","DOWN","BT325PP"
"KILKEEL","DOWN","BT344LT"
"LISBURN","ANTRIM","BT282RS"
"BELFAST","ANTRIM","BT151EG"
"PORTADOWN","ARMAGH","BT621QP"
"MAGHERAFELT","LONDONDERRY","BT456QX"
"DESERTMARTIN","LONDONDERRY","BT455PA"
"LONDONDERRY","LONDONDERRY","BT489DD"
"CLAUDY","LONDONDERRY","BT474EG"
"MONEYMORE","LONDONDERRY","BT457SN"
"ANTRIM","ANTRIM","BT413GY"
"SCARVA","DOWN","BT636NT"
"BANGOR","DOWN","BT191HD"
"LARNE","ANTRIM","BT402UG"
"MAGHERAFELT","LONDONDERRY","BT456QU"
"LONDONDERRY","LONDONDERRY","BT484SD"
"LONDONDERRY","LONDONDERRY","BT480HD"
"PORTRUSH","ANTRIM","BT568AB"
"BALLYGOWAN","DOWN","BT235WX"
"BUSHMILLS","ANTRIM","BT578TP"
"LONDONDERRY","LONDONDERRY","BT472AG"
"LISBURN","ANTRIM","BT274SN"
NA,"ANTRIM","BT294LZ"
"COLERAINE","LONDONDERRY","BT514JN"
"RATHFRILAND","DOWN","BT342HU"
"BELFAST","ANTRIM","BT126TH"
"DUNDONALD","DOWN","BT161SZ"
"LISBURN","ANTRIM","BT282GR"
"ANTRIM","ANTRIM","BT414NT"
"LARNE","ANTRIM","BT403LE"
"BALLYNAHINCH","DOWN","BT248JP"
"COLERAINE","LONDONDERRY","BT521AP"
"COLERAINE","LONDONDERRY","BT522PR"
"BANBRIDGE","DOWN","BT324AX"
"LURGAN","ARMAGH","BT666RP"
"ANNALONG","DOWN","BT344GP"
"KILKEEL","DOWN","BT344SG"
"MAGHERAFELT","LONDONDERRY","BT455GS"
"BELFAST","ANTRIM","BT118RG"
"LISBURN","ANTRIM","BT282JU"
"CASTLEROCK","LONDONDERRY","BT514YF"
"LONDONDERRY","LONDONDERRY","BT486ND"
"BALLYMENA","ANTRIM","BT448RF"
"COMBER","DOWN","BT235XQ"
"FORKILL","ARMAGH","BT359WE"
"BANBRIDGE","DOWN","BT323UF"
"NEWRY","ARMAGH","BT358GQ"
"BALLYCASTLE","ANTRIM","BT546LP"
"BANGOR","DOWN","BT196ND"
"PORTADOWN","ARMAGH","BT635FT"
"BALLYCLARE","ANTRIM","BT399AE"
"LONDONDERRY","LONDONDERRY","BT488GT"
"LONDONDERRY","LONDONDERRY","BT472FB"
"MONEA","FERMANAGH","BT748FH"
"BELFAST","DOWN","BT73LA"
"LARNE","ANTRIM","BT402WN"
"CLOSKELT","DOWN","BT319QP"
"LISBURN","ANTRIM","BT281UX"
"BELFAST","ANTRIM","BT118RD"
"NEWTOWNARDS","DOWN","BT238RW"
"MAGHERA","LONDONDERRY","BT465ST"
"LOUGHBRICKLAND","DOWN","BT323PW"
"BELLEEK","ARMAGH","BT357QA"
"COLERAINE","LONDONDERRY","BT513DT"
"BALLYCASTLE","ANTRIM","BT546PH"
"NEWTOWNARDS","DOWN","BT237HH"
"LIMAVADY","LONDONDERRY","BT490FH"
"NEWRY","ARMAGH","BT358WQ"
"CASTLEWELLAN","DOWN","BT319AW"
"LISBURN","ANTRIM","BT283NT"
"BELFAST","ANTRIM","BT127NZ"
"LONDONDERRY","LONDONDERRY","BT472TS"
"DUNGANNON","TYRONE","BT715DX"
"LISBURN","ANTRIM","BT283WB"
"BELFAST","ANTRIM","BT127NQ"
"TEMPO","FERMANAGH","BT943NZ"
"CLADY","TYRONE","BT829QZ"
"OMAGH","TYRONE","BT797DN"
"LISBURN","ANTRIM","BT282WY"
"BELFAST","ANTRIM","BT152HF"
"LONDONDERRY","LONDONDERRY","BT473HJ"
"CULLYHANNA","ARMAGH","BT350NH"
"MAGHERAMASON","TYRONE","BT472TX"
"HILLSBOROUGH","DOWN","BT266PF"
"CASTLECAULFIELD","TYRONE","BT703DN"
"LISBURN","DOWN","BT275WG"
"NEWTOWNABBEY","ANTRIM","BT364NQ"
"ANTRIM","ANTRIM","BT414LY"
"PORTADOWN","ARMAGH","BT635FZ"
"HILLTOWN","DOWN","BT345XR"
"COLERAINE","LONDONDERRY","BT515EL"
"GARRISON","FERMANAGH","BT934AT"
"BELFAST","DOWN","BT69PB"
NA,"DOWN","BT670UW"
"LISBELLAW","FERMANAGH","BT744LU"
"KESH","FERMANAGH","BT931RR"
"PORTSTEWART","LONDONDERRY","BT557TH"
"LISBURN","ANTRIM","BT282QZ"
"KILKEEL","DOWN","BT344GQ"
"LONDONDERRY","TYRONE","BT828AR"
"MAGHERAFELT","LONDONDERRY","BT458QX"
"MONEYMORE","LONDONDERRY","BT457XS"
"MAYOBRIDGE","DOWN","BT342EP"
"NEWTOWNABBEY","ANTRIM","BT364EW"
"LONDONDERRY","LONDONDERRY","BT488SU"
"BELFAST","DOWN","BT68FP"
"COLERAINE","LONDONDERRY","BT522LL"
"DONAGHADEE","DOWN","BT210AE"
"DESERTMARTIN","LONDONDERRY","BT455PB"
"BALLYMENA","ANTRIM","BT422JA"
"COALISLAND","TYRONE","BT714HS"
"RANDALSTOWN","ANTRIM","BT412PT"
"DUNGANNON","TYRONE","BT701LA"
"STEWARTSTOWN","TYRONE","BT715PT"
"BELFAST","DOWN","BT57HD"
"BELFAST","ANTRIM","BT153GR"
"LURGAN","ARMAGH","BT666JH"
"DUNDONALD","DOWN","BT162FF"
"CARRICKFERGUS","ANTRIM","BT388RR"
"BALLYCLARE","ANTRIM","BT399BD"
"LURGAN","ARMAGH","BT668QF"
"PORTADOWN","ARMAGH","BT621SL"
"BELFAST","ANTRIM","BT72BL"
"COMBER","DOWN","BT235PX"
"DRAPERSTOWN","LONDONDERRY","BT457AB"
"LISNASKEA","FERMANAGH","BT925AZ"
"LARNE","ANTRIM","BT402TS"
"CARGAN","ANTRIM","BT436UJ"
"BALLYMONEY","ANTRIM","BT538HH"
NA,"ANTRIM","BT449JY"
"BANGOR","DOWN","BT196RF"
"MARKETHILL","ARMAGH","BT601PN"
"BELFAST","ANTRIM","BT96WH"
"BANBRIDGE","DOWN","BT325QP"
"MOIRA","DOWN","BT670UY"
"LISBURN","ANTRIM","BT283WN"
"ANTRIM","ANTRIM","BT413QD"
"DOWNPATRICK","DOWN","BT308PT"
"BALLYCLARE","ANTRIM","BT399WA"
"NEWRY","ARMAGH","BT359LP"
"CROSSGAR","DOWN","BT309LX"
"BELFAST","ANTRIM","BT96RS"
"FINTONA","TYRONE","BT782PD"
"BALLYMONEY","ANTRIM","BT538US"
"LONDONDERRY","LONDONDERRY","BT488GW"
"COMBER","DOWN","BT236AW"
"DUNDONALD","DOWN","BT161AH"
"LURGAN","ARMAGH","BT667TF"
"BANBRIDGE","DOWN","BT324DL"
"DUNDONALD","DOWN","BT166QT"
"STEWARTSTOWN","TYRONE","BT715QF"
"BALLYCLARE","ANTRIM","BT399WJ"
"MAGHERA","LONDONDERRY","BT465GY"
"BELFAST","ANTRIM","BT71JL"
"DUNDONALD","DOWN","BT161YQ"
"OMAGH","TYRONE","BT781BF"
"BESSBROOK","ARMAGH","BT357BQ"
"SAINTFIELD","DOWN","BT247FR"
"BELFAST","ANTRIM","BT124EA"
"BANGOR","DOWN","BT205NY"
"UPPERLANDS","LONDONDERRY","BT465RU"
"MULLAGHBAWN","ARMAGH","BT359WG"
"DUNDONALD","DOWN","BT162FG"
"OMAGH","TYRONE","BT790JS"
"FINTONA","TYRONE","BT782DY"
"TEMPO","FERMANAGH","BT750TD"
"LONDONDERRY","LONDONDERRY","BT489JR"
"PORTGLENONE","ANTRIM","BT448PP"
"MAGHERA","LONDONDERRY","BT465GH"
"ARMAGH","ARMAGH","BT601BS"
"LONDONDERRY","LONDONDERRY","BT488TD"
"TOOME","ANTRIM","BT413NR"
"WARRENPOINT","DOWN","BT343GX"
"ANTRIM","ANTRIM","BT413PZ"
"LISNASKEA","FERMANAGH","BT920PE"
"NEWTOWNABBEY","ANTRIM","BT366GZ"
"CARRICKFERGUS","ANTRIM","BT388ZX"
"PORTBALLINTRAE","ANTRIM","BT578AW"
"KILKEEL","DOWN","BT344GR"
"MOY","TYRONE","BT717UJ"
"LISNASKEA","FERMANAGH","BT920HA"
"CULLYBACKEY","ANTRIM","BT421BX"
"LISBURN","ANTRIM","BT282ZP"
"ARMAGH","ARMAGH","BT603NQ"
"GREYSTEEL","LONDONDERRY","BT473GE"
"NEWTOWNABBEY","ANTRIM","BT365FB"
"NEWTOWNARDS","DOWN","BT237FQ"
"DRUMANESS","DOWN","BT248SQ"
"MONEYREAGH","DOWN","BT236EZ"
"LISBURN","ANTRIM","BT281RS"
"DUNMURRY","ANTRIM","BT170BN"
"RATHFRILAND","DOWN","BT345DA"
"NEWRY","ARMAGH","BT358PJ"
"TEMPO","FERMANAGH","BT943LZ"
"ENNISKILLEN","FERMANAGH","BT747NX"
"POMEROY","TYRONE","BT703DP"
"NEWRY","ARMAGH","BT358GG"
"BELFAST","ANTRIM","BT100NX"
"GREYABBEY","DOWN","BT222RH"
"LURGAN","ARMAGH","BT679FG"
"BALLYWALTER","DOWN","BT222PQ"
"IRVINESTOWN","FERMANAGH","BT941RT"
"DUNMURRY","ANTRIM","BT170HD"
"GLENAVY","ANTRIM","BT294UT"
"LACK","FERMANAGH","BT930BS"
"LISNASKEA","FERMANAGH","BT925BL"
"JONESBOROUGH","ARMAGH","BT358JQ"
"MONEYMORE","LONDONDERRY","BT457SD"
"BALLYMENA","ANTRIM","BT422BN"
"GARRISON","FERMANAGH","BT934EP"
"TEMPO","FERMANAGH","BT943BT"
"DUNGANNON","TYRONE","BT701TW"
"LISNASKEA","FERMANAGH","BT920HW"
"ENNISKILLEN","FERMANAGH","BT923DS"
"IRVINESTOWN","TYRONE","BT941HZ"
"BELLEEK","FERMANAGH","BT924FS"
"DUNGANNON","TYRONE","BT701DS"
"CARRICKMORE","TYRONE","BT799BD"
"COALISLAND","TYRONE","BT716HJ"
"LISBELLAW","FERMANAGH","BT945BD"
"BELFAST","DOWN","BT87QS"
"BELFAST","ANTRIM","BT170YQ"
"LURGAN","ARMAGH","BT666GD"
"DROMORE","DOWN","BT251TT"
"ROSSLEA","FERMANAGH","BT927DA"
"ROSSLEA","FERMANAGH","BT927HT"
"LISNASKEA","FERMANAGH","BT920FZ"
"CRAIGAVON","ARMAGH","BT655GR"
"MAGUIRESBRIDGE","FERMANAGH","BT944FZ"
"BELCOO","FERMANAGH","BT935FH"
"KINAWLEY","FERMANAGH","BT924DS"
"BALLYMARTIN","DOWN","BT344UF"
"OMAGH","TYRONE","BT785QU"
"BROOKEBOROUGH","FERMANAGH","BT944GW"
"MAGUIRESBRIDGE","FERMANAGH","BT944LN"
"LOUGHMACRORY","TYRONE","BT799LF"
"SWATRAGH","LONDONDERRY","BT465QF"
"KILLYLEAGH","DOWN","BT309SA"
"LISNASKEA","FERMANAGH","BT925AS"
"KESH","FERMANAGH","BT931SA"
"BANBRIDGE","DOWN","BT323EG"
"ROSSLEA","FERMANAGH","BT927EF"
"BELCOO","FERMANAGH","BT935DU"
"BELLEEK","FERMANAGH","BT932AA"
"BALLYMENA","ANTRIM","BT440TD"
"TEMPO","FERMANAGH","BT943GJ"
"NEWTOWNARDS","DOWN","BT234XN"
"MAGHERA","LONDONDERRY","BT465DP"
"DUNDONALD","DOWN","BT161WX"
"CULLYBACKEY","ANTRIM","BT421FR"
"CRAIGAVON","ARMAGH","BT655GQ"
"BALLYMENA","ANTRIM","BT422FB"
"CASTLEWELLAN","DOWN","BT319LT"
"DOWNPATRICK","DOWN","BT306FL"
"NEWTOWNARDS","DOWN","BT234WY"
"NEWTOWNARDS","DOWN","BT234YT"
"MAGUIRESBRIDGE","FERMANAGH","BT944PY"
"COOKSTOWN","TYRONE","BT809NZ"
"BELFAST","DOWN","BT87UU"
"BALLYMENA","ANTRIM","BT449EB"
"CROSSGAR","DOWN","BT309GW"
"BROUGHSHANE","ANTRIM","BT424NX"
"LARNE","ANTRIM","BT401FH"
"OMAGH","TYRONE","BT782SL"
"DUNGANNON","TYRONE","BT717EQ"
"BALLYGAWLEY","TYRONE","BT702NA"
"COLERAINE","LONDONDERRY","BT521QT"
"MAGHERALIN","DOWN","BT670QS"
"MOUNTFIELD","TYRONE","BT797QL"
"DUNGANNON","TYRONE","BT715LX"
"NEWRY","DOWN","BT356HP"
"COOKSTOWN","TYRONE","BT808DD"
"COLERAINE","LONDONDERRY","BT513QQ"
"LONDONDERRY","LONDONDERRY","BT480SX"
"BELCOO","FERMANAGH","BT935GL"
"PORTSTEWART","LONDONDERRY","BT557RJ"
"CROSSMAGLEN","ARMAGH","BT359AQ"
"LURGAN","ARMAGH","BT666NB"
"NEWTOWNBUTLER","FERMANAGH","BT926BR"
"COOKSTOWN","TYRONE","BT809SU"
"JONESBOROUGH","ARMAGH","BT358JA"
"DROMORE","TYRONE","BT783HR"
"CRAIGAVON","ARMAGH","BT635YB"
"FINTONA","TYRONE","BT782BY"
"COLERAINE","LONDONDERRY","BT521UU"
"NEWTOWNARDS","DOWN","BT237SU"
"NEWRY","ARMAGH","BT358WS"
NA,"ARMAGH","BT717SF"
"STEWARTSTOWN","TYRONE","BT715AN"
"DUNGANNON","TYRONE","BT716PS"
"LISNASKEA","FERMANAGH","BT920BR"
"OMAGH","TYRONE","BT797NG"
"CROSSMAGLEN","ARMAGH","BT359EJ"
"CULLYHANNA","ARMAGH","BT359BA"
"PORTSTEWART","LONDONDERRY","BT557TS"
"LISBURN","ANTRIM","BT282YY"
"BALLYMENA","ANTRIM","BT440NU"
"NEWRY","ARMAGH","BT358WL"
"COMBER","DOWN","BT235DX"
"HOLYWOOD","DOWN","BT189FW"
NA,"ANTRIM","BT294FX"
"NEWTOWNARDS","DOWN","BT234XR"
"ENNISKILLEN","FERMANAGH","BT746GW"
"TEMPO","FERMANAGH","BT943FW"
"KILLYLEAGH","DOWN","BT309QZ"
"DOWNPATRICK","DOWN","BT308QE"
"NEWRY","ARMAGH","BT358GR"
"LARNE","ANTRIM","BT402UN"
"NEWTOWNARDS","DOWN","BT234XT"
"GREYSTEEL","LONDONDERRY","BT473FD"
"MULLAGHBAWN","ARMAGH","BT359XW"
"CARRYDUFF","DOWN","BT88GS"
"OMAGH","TYRONE","BT797AQ"
"KESH","FERMANAGH","BT931TT"
"LIMAVADY","LONDONDERRY","BT490FL"
"BALLYGAWLEY","TYRONE","BT702PU"
NA,"ANTRIM","BT670WW"
"NEWCASTLE","DOWN","BT330UW"
"BESSBROOK","ARMAGH","BT357FH"
"DUNMURRY","ANTRIM","BT170YT"
"AHOGHILL","ANTRIM","BT422RQ"
"CARRICKFERGUS","ANTRIM","BT388HQ"
"CRUMLIN","ANTRIM","BT294TD"
"LISBURN","ANTRIM","BT282GT"
"NEWMILLS","TYRONE","BT714TP"
"ARMAGH","ARMAGH","BT602DS"
"KEADY","ARMAGH","BT602RX"
"BANGOR","DOWN","BT205FA"
"BALLYMENA","ANTRIM","BT422EZ"
"BELFAST","ANTRIM","BT118SH"
"DOWNPATRICK","DOWN","BT308HR"
"RANDALSTOWN","ANTRIM","BT413LW"
"LONDONDERRY","LONDONDERRY","BT488QX"
"PORTSTEWART","LONDONDERRY","BT557AX"
"BESSBROOK","ARMAGH","BT357DT"
"DUNDONALD","DOWN","BT161YY"
"LISBURN","DOWN","BT276UB"
"HOLYWOOD","DOWN","BT189FZ"
"ARMAGH","ARMAGH","BT601BF"
"COOKSTOWN","LONDONDERRY","BT809XH"
"DONAGHCLONEY","DOWN","BT667UY"
"CLAUDY","LONDONDERRY","BT474AJ"
"DUNDONALD","DOWN","BT161SG"
"BALLYMENA","ANTRIM","BT436HA"
"NEWRY","DOWN","BT345JP"
"LONDONDERRY","LONDONDERRY","BT473JN"
"LONDONDERRY","LONDONDERRY","BT472UB"
"LONDONDERRY","LONDONDERRY","BT472UA"
"BELFAST","DOWN","BT56NZ"
"BELFAST","ANTRIM","BT133WS"
"NEWTOWNABBEY","ANTRIM","BT364PE"
"BALLYMONEY","ANTRIM","BT538YQ"
"BELFAST","ANTRIM","BT100HQ"
"BELFAST","DOWN","BT42DG"
"ARMAGH","ARMAGH","BT602PA"
"CARRICKFERGUS","ANTRIM","BT388NR"
"BELFAST","ANTRIM","BT119DA"
"BANGOR","DOWN","BT197JX"
"POMEROY","TYRONE","BT703EB"
"MAGHERA","LONDONDERRY","BT455EB"
"CASTLEDAWSON","LONDONDERRY","BT458RZ"
"ARMAGH","ARMAGH","BT602PT"
"LONDONDERRY","LONDONDERRY","BT785EP"
"WHITECROSS","ARMAGH","BT602JW"
"DOWNPATRICK","DOWN","BT309FF"
"LISBURN","ANTRIM","BT282AP"
"LARNE","ANTRIM","BT402TJ"
"MIDDLETOWN","ARMAGH","BT604HJ"
"CRUMLIN","ANTRIM","BT294JB"
"NEWRY","DOWN","BT341RR"
"BALLYGAWLEY","TYRONE","BT705ES"
"OMAGH","TYRONE","BT782QA"
"DUNNAMANAGH","TYRONE","BT820FE"
"LISBURN","ANTRIM","BT282TR"
"LISBURN","ANTRIM","BT283UR"
"HILLTOWN","DOWN","BT345XS"
"LURGAN","ARMAGH","BT679FF"
"ENNISKILLEN","FERMANAGH","BT747AZ"
"DUNMURRY","ANTRIM","BT170YR"
"NEWRY","DOWN","BT342LW"
"COAGH","TYRONE","BT715NF"
"CROSSMAGLEN","ARMAGH","BT359BN"
"LARNE","ANTRIM","BT402ST"
"BALLYMENA","ANTRIM","BT435FA"
"ROSSLEA","FERMANAGH","BT927JN"
"DOWNPATRICK","DOWN","BT308AP"
"ARMAGH","ARMAGH","BT602FQ"
"CROSSGAR","DOWN","BT309FA"
"PORTSTEWART","LONDONDERRY","BT557AJ"
"PORTRUSH","ANTRIM","BT568EW"
"PORTSTEWART","LONDONDERRY","BT557ST"
"PORTSTEWART","LONDONDERRY","BT557HJ"
"BALLINTOY","ANTRIM","BT546NA"
"PORTSTEWART","LONDONDERRY","BT557JZ"
"PORTRUSH","ANTRIM","BT568EN"
"PORTSTEWART","LONDONDERRY","BT557SG"
"PORTSTEWART","LONDONDERRY","BT557ER"
"PORTRUSH","ANTRIM","BT568BZ"
"BUSHMILLS","ANTRIM","BT578QL"
"PORTRUSH","ANTRIM","BT568HY"
"BUSHMILLS","ANTRIM","BT578SW"
"PORTRUSH","ANTRIM","BT568JS"
"PORTRUSH","ANTRIM","BT568JW"
"CARNLOUGH","ANTRIM","BT440LF"
"PORTRUSH","ANTRIM","BT568NT"
"BUSHMILLS","ANTRIM","BT578RH"
"BUSHMILLS","ANTRIM","BT578SH"
"BUSHMILLS","ANTRIM","BT578AN"
"PORTRUSH","LONDONDERRY","BT568SN"
"PORTRUSH","ANTRIM","BT568PP"
"PORTRUSH","ANTRIM","BT568SH"
"PORTRUSH","ANTRIM","BT568AD"
"PORTRUSH","LONDONDERRY","BT568GS"
"PORTBALLINTRAE","ANTRIM","BT578YY"
"BELFAST","DOWN","BT86ZR"
"BUSHMILLS","ANTRIM","BT578SQ"
"BUSHMILLS","ANTRIM","BT578QS"
"BALLYCASTLE","ANTRIM","BT546HR"
"BUSHMILLS","ANTRIM","BT578YL"
"BALLYCASTLE","ANTRIM","BT546DT"
"BALLYCASTLE","ANTRIM","BT546RX"
"BALLYCASTLE","ANTRIM","BT546ER"
"CRUMLIN","ANTRIM","BT294AG"
"CASTLEROCK","LONDONDERRY","BT514RF"
"BALLYCASTLE","ANTRIM","BT546DD"
"BALLYCASTLE","ANTRIM","BT546DP"
"BALLYCASTLE","ANTRIM","BT546JJ"
"BALLYCASTLE","ANTRIM","BT546LN"
"BALLYCASTLE","ANTRIM","BT546AY"
"LIMAVADY","LONDONDERRY","BT490LQ"
"PORTSTEWART","LONDONDERRY","BT557LR"
"COLERAINE","LONDONDERRY","BT513JY"
"MOUNTFIELD","TYRONE","BT790PH"
"MAGHERALIN","DOWN","BT670WP"
"ARMAGH","ARMAGH","BT618DQ"
"COLERAINE","LONDONDERRY","BT513DZ"
"PORTSTEWART","LONDONDERRY","BT557JB"
"PORTSTEWART","LONDONDERRY","BT557NQ"
"PORTSTEWART","LONDONDERRY","BT557QD"
"PORTSTEWART","LONDONDERRY","BT557QQ"
"COLERAINE","LONDONDERRY","BT513BW"
"PORTSTEWART","LONDONDERRY","BT557FN"
"PORTSTEWART","LONDONDERRY","BT557QB"
"BALLYMENA","ANTRIM","BT436QE"
"ARTICLAVE","LONDONDERRY","BT514UJ"
"PORTSTEWART","LONDONDERRY","BT557NZ"
"PORTSTEWART","LONDONDERRY","BT557JR"
"COLERAINE","LONDONDERRY","BT513JD"
"COLERAINE","LONDONDERRY","BT513LR"
"CASTLEROCK","LONDONDERRY","BT514TE"
"KATESBRIDGE","DOWN","BT325LS"
"PORTSTEWART","LONDONDERRY","BT557HZ"
"PORTADOWN","ARMAGH","BT624HH"
"BALLYCASTLE","ANTRIM","BT546EG"
"BROUGHSHANE","ANTRIM","BT437LD"
"BELFAST","ANTRIM","BT97EY"
"COLERAINE","LONDONDERRY","BT521RU"
"COLERAINE","LONDONDERRY","BT521EB"
"COLERAINE","LONDONDERRY","BT521BD"
"COLERAINE","LONDONDERRY","BT513PD"
"COLERAINE","LONDONDERRY","BT513JP"
"COLERAINE","LONDONDERRY","BT521JS"
"COLERAINE","LONDONDERRY","BT521RP"
"COLERAINE","LONDONDERRY","BT522QF"
"COLERAINE","LONDONDERRY","BT521PE"
"COLERAINE","LONDONDERRY","BT522LG"
"BELFAST","ANTRIM","BT97GG"
"COLERAINE","LONDONDERRY","BT513EX"
"COLERAINE","LONDONDERRY","BT522QE"
"ARTICLAVE","LONDONDERRY","BT514LU"
"PORTSTEWART","LONDONDERRY","BT557LL"
"COLERAINE","LONDONDERRY","BT522QX"
"COLERAINE","LONDONDERRY","BT513AT"
"COLERAINE","LONDONDERRY","BT522EY"
"BALLYMONEY","ANTRIM","BT538AG"
NA,"ANTRIM","BT538AP"
"BUSHMILLS","ANTRIM","BT578TW"
"BALLYMONEY","ANTRIM","BT538BJ"
"ARMOY","ANTRIM","BT538XJ"
"COLERAINE","LONDONDERRY","BT522NE"
"COLERAINE","LONDONDERRY","BT522NS"
"COLERAINE","LONDONDERRY","BT513AH"
"MOSSIDE","ANTRIM","BT538EL"
"COLERAINE","LONDONDERRY","BT522PA"
"KEADY","ARMAGH","BT603TP"
"COLERAINE","LONDONDERRY","BT522PH"
"COLERAINE","LONDONDERRY","BT522EX"
"BALLYMONEY","ANTRIM","BT538TL"
"BALLYMONEY","ANTRIM","BT538QQ"
"BALLYMENA","ANTRIM","BT440PN"
"COLERAINE","LONDONDERRY","BT522HD"
"BALLYMONEY","ANTRIM","BT538XF"
"LISBURN","ANTRIM","BT275DL"
"BALLYCASTLE","ANTRIM","BT546HU"
NA,"ANTRIM","BT537TB"
"BALLYCASTLE","ANTRIM","BT546HX"
"COLERAINE","LONDONDERRY","BT513PS"
"KESH","FERMANAGH","BT931RX"
"LIMAVADY","LONDONDERRY","BT490HY"
"COLERAINE","LONDONDERRY","BT522HZ"
"COLERAINE","LONDONDERRY","BT521JQ"
"ARTIKELLY","LONDONDERRY","BT514JL"
"COLERAINE","LONDONDERRY","BT514LL"
"BALLYMONEY","ANTRIM","BT538DQ"
"COLERAINE","LONDONDERRY","BT513LG"
"DOWNPATRICK","DOWN","BT306DN"
"COLERAINE","LONDONDERRY","BT513RG"
"COLERAINE","LONDONDERRY","BT513ST"
"BALLYMONEY","ANTRIM","BT536QD"
"BALLYMONEY","ANTRIM","BT536ES"
NA,"ANTRIM","BT536NZ"
"COLERAINE","LONDONDERRY","BT513PN"
"BALLYMONEY","ANTRIM","BT536PW"
"BALLYMONEY","ANTRIM","BT536HZ"
"BALLYMONEY","ANTRIM","BT536LZ"
"COLERAINE","LONDONDERRY","BT513TG"
